pBalt,32
pBlat,42.37
pBlon,-71.02
pBtz,America/New_York
pBventy,0
pBvent,0
pBihgp,0.1
pBihgl,1
pBihge,1
pBfoot,105.723614
pBslab,1
pBtslab,0.02
pBkslab,5
pBpslab,2305
pBcpslab,920
pBkroof,0
pBwest,30.8465966680281
pBeast,30.8465966680281
pBnorth,30.8465966680281
pBsouth,30.8465966680281
pBkwest,0.3
pBkeast,0.3
pBknorth,0.3
pBksouth,0.3
pBchp,2
pBabs,2
pBhvac,2
pBwh,2
pBpv,105.723614
pBtilt,35
pBazi,180
pBtck,0
pBwind,1
pBbess,1
pBevmx,3.3
