pCHP0,pCHPz0,pCHPyn,pABP0,pABPz0,pABPyn,pHVAC0,pHVACz0,pHVACyn,pWH0,pWHz0,pWHyn,pPV0,pPVz0,pPVyn,pWIND0,pWINDz0,pWINDyn,pBESS0,pBESSz0,pBESSyn,pEV0,pEVz0,pEVyn
0,0,0,0,0,0,Electricity ASHP SEER 13 7.7 HSPF,0,YES,Electric Standard,0,YES,Tesla_Cash,0,YES,0,0,0,TeslaPowerwall_Cash,0,YES,0,0,0
